Product_ID,Category,Brand,Season,Product_Name,Original_Price,Competitor_Price,Seasonality_Factor,Markdown_1,Markdown_2,Markdown_3,Markdown_4,Historical_Sales,Sales_After_M1,Sales_After_M2,Sales_After_M3,Sales_After_M4,Stock_Level,Promotion_Type,Customer Ratings,Return Rate,Optimal Discount
27208,Skincare,BrandE,Winter,Hydrating Mask,6.67,6.16,1.85,0.33,0.33,0.29,0.48,220,291,392,460,604,194,In-Store,4.8,1.3,0.36
27209,Bodycare,BrandD,Summer,Deodorant,19.07,18.08,1.55,0.12,0.21,0.24,0.49,194,207,240,309,404,165,In-Store,4.9,1.43,0.26
27210,Skincare,BrandC,Winter,Anti-Aging Cream,52.5,53.44,1.59,0.36,0.3,0.24,0.48,92,120,153,196,287,183,Online,4.9,1.77,0.34
27211,Makeup,BrandB,Winter,Eyeshadow Palette,12.52,15.05,1.6,0.23,0.37,0.14,0.46,174,203,277,302,394,109,Social Media,4.8,1.7,0.3
27212,Skincare,BrandB,Rainy,Face Serum,66.74,68.03,1.02,0.38,0.32,0.29,0.45,115,113,115,121,124,52,Social Media,3.4,3.37,0.36
27213,Makeup,BrandA,Spring,Lip Gloss,96.83,98.6,1.91,0.26,0.42,0.28,0.38,367,460,625,737,987,134,Social Media,4.7,1.84,0.34
27214,Skincare,BrandE,Summer,Makeup Remover,51.46,53.26,1.89,0.13,0.5,0.28,0.46,180,192,257,343,483,137,In-Store,4.9,1.75,0.34
27215,Bodycare,BrandC,Winter,Shaving Gel,67.02,67.33,1.96,0.16,0.21,0.25,0.33,239,276,316,359,459,192,Social Media,4.8,1.16,0.24
27216,Makeup,BrandD,Rainy,Eyeliner,76.51,77.28,1.1,0.35,0.4,0.16,0.38,196,223,222,219,255,197,In-Store,4.7,1.67,0.32
27217,Skincare,BrandA,Rainy,Exfoliating Scrub,40.94,40.28,0.84,0.15,0.5,0.27,0.45,172,183,169,183,224,184,Online,4.7,1.65,0.34
27218,Bodycare,BrandC,Winter,Stretch Mark Cream,38.67,41.12,1.6,0.39,0.38,0.27,0.42,229,333,478,561,708,145,In-Store,4.6,1.81,0.36
27219,Skincare,BrandE,Rainy,Anti-Aging Cream,63.76,64.76,1.21,0.33,0.35,0.11,0.48,171,196,216,218,230,143,Social Media,4.8,1.28,0.32
27220,Bodycare,BrandE,Spring,Exfoliating Gloves,47.51,47.43,0.78,0.22,0.42,0.11,0.46,108,103,101,99,117,184,Social Media,3.7,3.9,0.3
27221,Skincare,BrandF,Winter,Brightening Cream,72.16,73.18,1.91,0.11,0.42,0.1,0.5,208,229,285,310,459,56,Online,5,1.46,0.28
27222,Skincare,BrandC,Winter,Hydrating Mask,88.9,88.89,1.84,0.27,0.47,0.25,0.4,346,406,604,739,995,174,Social Media,4.9,1.54,0.35
27223,Bodycare,BrandD,Spring,Body Scrub,93.46,96.34,0.75,0.14,0.27,0.21,0.36,134,136,153,158,163,111,In-Store,3.4,2.99,0.24
27224,Makeup,BrandA,Rainy,Eyeshadow Palette,91.12,93.83,0.62,0.29,0.25,0.22,0.32,80,79,81,84,90,113,Online,2.4,5.23,0.27
27225,Skincare,BrandA,Winter,Hydrating Serum,97.07,96.72,1.52,0.19,0.23,0.15,0.47,264,298,377,406,610,126,Social Media,5,1.65,0.26
27226,Makeup,BrandB,Summer,Lip Liner,99.47,100.75,0.76,0.27,0.27,0.12,0.31,103,127,155,172,205,112,In-Store,4.9,1.13,0.24
27227,Skincare,BrandA,Summer,Facial Essence,17.86,18.53,1.94,0.37,0.26,0.16,0.32,246,348,415,493,607,197,In-Store,4.6,1.38,0.28
27228,Makeup,BrandD,Winter,Eyeshadow Palette,33.84,34.21,1.91,0.34,0.36,0.27,0.31,311,365,464,542,684,198,Social Media,4.7,1.3,0.32
27229,Makeup,BrandD,Summer,Makeup Primer,68.22,68.09,0.77,0.38,0.43,0.1,0.44,153,207,292,315,406,142,Online,4.7,1.81,0.34
27230,Skincare,BrandF,Summer,Face Serum,49.16,49.35,1.84,0.24,0.39,0.3,0.36,298,340,495,661,917,105,Social Media,4.6,1.09,0.32
27231,Bodycare,BrandF,Spring,Stretch Mark Cream,52.11,53.06,1.14,0.34,0.23,0.24,0.48,206,207,225,245,299,109,Social Media,5,1.74,0.32
27232,Skincare,BrandF,Summer,Night Cream,72.61,72.65,1.99,0.12,0.33,0.28,0.34,396,420,542,637,820,94,In-Store,4.5,1.87,0.27
27233,Skincare,BrandD,Summer,Hydrating Mask,39.13,39.23,1.54,0.17,0.37,0.21,0.49,205,224,317,375,540,174,Online,4.7,1.32,0.31
27234,Bodycare,BrandA,Winter,Body Oil,38.83,39.17,1.6,0.22,0.5,0.16,0.35,246,289,375,443,616,93,Online,4.5,1.1,0.31
27235,Makeup,BrandF,Summer,Setting Powder,45.71,47.43,1.22,0.28,0.39,0.14,0.45,84,101,140,153,213,112,In-Store,4.8,1.48,0.32
27236,Skincare,BrandA,Summer,Face Mist,16.4,15.89,1.58,0.28,0.25,0.29,0.33,221,258,328,413,515,165,Online,4.5,1.93,0.29
27237,Bodycare,BrandF,Spring,Body Wash,23.25,26.14,1.05,0.17,0.27,0.13,0.39,63,62,63,62,67,62,Online,2.4,5.32,0.24
27238,Bodycare,BrandE,Winter,After-Sun Lotion,68.23,68.24,1.52,0.37,0.25,0.28,0.37,245,296,379,471,629,57,Online,4.8,1.47,0.32
27239,Skincare,BrandD,Rainy,Anti-Aging Cream,11.9,14.53,1.25,0.16,0.39,0.18,0.41,84,82,82,81,81,113,Social Media,2.9,4.63,0.28
27240,Bodycare,BrandF,Winter,Body Lotion,55.52,57.56,1.75,0.36,0.37,0.19,0.44,262,310,437,479,701,135,Social Media,4.5,1.26,0.34
27241,Bodycare,BrandB,Spring,Deodorant,54.14,55.04,0.72,0.2,0.35,0.17,0.47,65,63,65,66,79,101,Social Media,2.2,5.44,0.3
27242,Skincare,BrandC,Summer,Makeup Remover,61.6,62.14,1.66,0.29,0.44,0.14,0.48,153,186,266,305,468,178,Social Media,4.6,1.12,0.34
27243,Skincare,BrandB,Summer,Vitamin C Serum,91.38,93.55,1.95,0.17,0.42,0.23,0.32,392,442,621,775,1062,149,In-Store,4.5,1.77,0.28
27244,Makeup,BrandB,Summer,Setting Powder,95.07,96.18,0.6,0.38,0.48,0.12,0.45,43,58,73,82,104,146,Social Media,3.5,2.86,0.36
27245,Bodycare,BrandE,Spring,Body Butter,29.79,28.84,1.17,0.32,0.4,0.24,0.32,193,182,180,175,186,63,Online,4.9,1.89,0.32
27246,Skincare,BrandB,Summer,Night Cream,62.83,63.47,1.53,0.25,0.38,0.18,0.33,118,148,184,211,283,120,In-Store,4.8,1.97,0.29
27247,Bodycare,BrandC,Spring,Body Scrub,84.29,84.65,0.67,0.38,0.34,0.28,0.49,93,99,94,99,104,156,In-Store,3.9,2.77,0.37
27248,Skincare,BrandD,Rainy,Acne Treatment Gel,33.22,34.75,0.61,0.37,0.46,0.19,0.33,113,125,139,144,165,118,Social Media,4.5,2.43,0.34
27249,Skincare,BrandC,Spring,Face Oil,98.91,100.51,0.65,0.13,0.33,0.29,0.33,61,63,66,64,63,115,Social Media,2.5,4.44,0.27
27250,Makeup,BrandA,Winter,Eyeshadow Palette,42.25,41.79,1.53,0.16,0.27,0.24,0.34,130,143,166,204,254,134,Social Media,4.8,1.56,0.25
27251,Bodycare,BrandC,Rainy,Body Wash,62.08,64.54,0.52,0.31,0.4,0.28,0.48,107,127,177,206,309,147,In-Store,4.7,1.79,0.37
27252,Skincare,BrandC,Rainy,Face Oil,6.69,9.3,0.81,0.15,0.42,0.19,0.33,153,153,181,180,193,99,Online,4.8,1.82,0.27
27253,Skincare,BrandA,Spring,Pore Minimizer,75.47,75.43,0.87,0.23,0.34,0.25,0.32,82,83,93,91,90,159,In-Store,2.4,4.9,0.29
27254,Skincare,BrandD,Winter,Eye Cream,85.43,86.41,1.61,0.12,0.35,0.26,0.3,192,205,291,331,444,68,In-Store,4.6,1.22,0.26
27255,Makeup,BrandA,Winter,Setting Spray,7.64,8.86,1.88,0.19,0.27,0.16,0.48,122,135,173,199,304,157,Online,4.9,1.17,0.28
27256,Skincare,BrandE,Rainy,Peeling Gel,19.45,20.66,1.04,0.22,0.41,0.2,0.41,132,142,168,179,180,194,Online,4.6,1.5,0.31
27257,Bodycare,BrandC,Spring,Shower Gel,32.15,33.91,0.8,0.33,0.49,0.23,0.33,130,144,139,135,145,51,Online,3.9,3.69,0.34
27258,Skincare,BrandC,Summer,Facial Essence,28.2,27.27,1.57,0.15,0.39,0.29,0.38,192,213,311,368,504,126,In-Store,4.8,1.84,0.3
27259,Bodycare,BrandA,Summer,Deodorant,93.3,94.14,1.54,0.25,0.47,0.21,0.44,131,163,240,291,417,67,Online,4.6,1.25,0.34
27260,Makeup,BrandA,Rainy,Contour Kit,60.23,62.29,1.09,0.12,0.43,0.3,0.37,144,148,179,181,198,99,In-Store,4.7,1.91,0.31
27261,Bodycare,BrandC,Spring,Stretch Mark Cream,32.86,32.87,1,0.32,0.29,0.25,0.38,117,124,136,152,145,192,In-Store,4.1,3.63,0.31
27262,Bodycare,BrandD,Winter,Exfoliating Gloves,18.7,18.6,1.89,0.25,0.36,0.12,0.38,159,181,248,279,347,113,Social Media,4.9,1.72,0.28
27263,Skincare,BrandD,Winter,Vitamin C Serum,63.96,64.57,1.75,0.2,0.27,0.16,0.32,149,181,231,253,294,130,In-Store,4.8,1.43,0.24
27264,Makeup,BrandB,Summer,Makeup Primer,25.14,27.96,1.13,0.19,0.21,0.11,0.34,110,123,140,157,192,177,Online,4.7,1.03,0.21
27265,Bodycare,BrandB,Summer,Anti-Cellulite Cream,32.52,33.28,1.63,0.14,0.41,0.11,0.35,199,217,265,282,364,146,In-Store,4.8,1.87,0.25
27266,Makeup,BrandF,Rainy,Setting Spray,37.57,39.48,0.73,0.19,0.22,0.14,0.35,143,142,155,158,166,76,Social Media,3.4,3.9,0.22
27267,Bodycare,BrandE,Summer,Body Lotion,82.35,83.46,1.66,0.4,0.2,0.29,0.31,113,152,174,226,288,163,Social Media,4.7,1.25,0.3
27268,Makeup,BrandC,Spring,CC Cream,47.64,47.66,1.66,0.21,0.38,0.12,0.33,286,322,429,459,555,192,Online,4.9,1.82,0.26
27269,Skincare,BrandE,Rainy,Night Cream,76.67,79.41,1.17,0.16,0.45,0.12,0.33,104,110,102,106,104,53,Online,3.2,2.61,0.26
27270,Bodycare,BrandE,Spring,Body Scrub,84.26,85.23,0.69,0.17,0.44,0.26,0.34,75,79,93,98,113,114,Social Media,3.2,2.68,0.3
27271,Skincare,BrandB,Summer,Exfoliating Scrub,97.92,97.57,1.55,0.1,0.44,0.24,0.41,246,275,380,477,643,97,In-Store,4.6,1.75,0.3
27272,Makeup,BrandB,Summer,Mascara,12.84,14.5,0.91,0.35,0.25,0.29,0.37,187,232,286,332,441,147,Online,4.8,1.61,0.31
27273,Makeup,BrandA,Winter,Concealer,81.65,83.81,1.51,0.2,0.49,0.12,0.33,104,117,174,188,235,78,In-Store,4.8,1.8,0.28
27274,Makeup,BrandB,Spring,Lipstick,95.99,98.17,1.92,0.35,0.23,0.28,0.41,179,246,297,379,496,87,In-Store,4.8,1.06,0.32
27275,Makeup,BrandA,Spring,Foundation,41,41.62,1.74,0.19,0.31,0.26,0.37,313,373,506,606,856,116,In-Store,4.7,1.24,0.28
27276,Bodycare,BrandC,Rainy,Body Mist,29.7,30.06,1.19,0.39,0.23,0.14,0.41,176,233,296,335,416,138,In-Store,4.5,1.44,0.29
27277,Makeup,BrandD,Winter,Eyeshadow Palette,23.27,24.33,1.56,0.37,0.49,0.21,0.44,218,259,346,412,531,135,Social Media,4.9,1.45,0.38
27278,Skincare,BrandA,Spring,Face Mist,11.3,10.43,1.29,0.13,0.21,0.2,0.42,244,256,272,274,287,111,Social Media,4.7,1.14,0.24
27279,Makeup,BrandC,Rainy,Bronzer,18.4,21.3,0.79,0.36,0.43,0.19,0.44,52,57,61,65,77,76,Online,2,4.27,0.36
27280,Bodycare,BrandA,Summer,Body Oil,91.68,92.16,1.82,0.31,0.2,0.23,0.35,246,330,397,506,670,56,In-Store,5,1.23,0.27
27281,Bodycare,BrandA,Summer,Body Wash,73.31,74.05,1.59,0.13,0.45,0.29,0.42,261,289,392,502,626,67,Social Media,4.6,1.19,0.32
27282,Bodycare,BrandD,Rainy,Shaving Gel,42.62,44.83,0.95,0.38,0.33,0.29,0.49,94,127,165,193,267,79,In-Store,4.5,1.94,0.37
27283,Makeup,BrandB,Summer,Lip Liner,93.25,95.73,0.72,0.25,0.31,0.14,0.43,93,120,143,161,231,192,In-Store,4.8,1.61,0.28
27284,Makeup,BrandF,Summer,Concealer,39.78,40.88,1.2,0.26,0.4,0.23,0.34,80,102,141,159,224,64,Social Media,4.8,1.86,0.31
27285,Bodycare,BrandD,Rainy,Body Mist,69.05,68.64,1.14,0.36,0.48,0.17,0.48,235,292,406,441,688,56,Online,4.8,1.68,0.37
27286,Skincare,BrandF,Winter,Vitamin C Serum,58.34,59.56,1.85,0.22,0.47,0.18,0.43,204,251,379,434,650,177,In-Store,4.6,1.01,0.32
27287,Skincare,BrandB,Rainy,Acne Treatment Gel,89.24,91.3,1.07,0.11,0.44,0.12,0.35,110,113,110,108,126,158,In-Store,3.3,2.59,0.26
27288,Makeup,BrandF,Rainy,Lip Gloss,96.88,96.14,1.07,0.13,0.39,0.29,0.39,100,104,124,123,123,57,In-Store,3.3,2.61,0.3
27289,Bodycare,BrandE,Spring,Body Powder,94.16,96.4,0.69,0.18,0.3,0.12,0.31,120,119,126,127,120,57,Social Media,3.3,2.08,0.23
27290,Skincare,BrandE,Rainy,Anti-Aging Cream,58.85,60.27,1.05,0.39,0.26,0.23,0.41,81,79,84,86,103,169,In-Store,4,2.88,0.32
27291,Makeup,BrandF,Summer,Liquid Eyeliner,60.23,59.72,0.66,0.12,0.32,0.11,0.41,123,133,161,173,211,153,Social Media,4.8,1.87,0.24
27292,Skincare,BrandF,Spring,Exfoliating Scrub,44.04,45.82,0.95,0.14,0.5,0.14,0.38,139,137,171,171,178,170,In-Store,4.2,3.57,0.29
27293,Skincare,BrandD,Spring,Face Toner,10.59,11.26,0.56,0.32,0.35,0.18,0.34,68,68,74,77,82,155,Online,2.6,4.49,0.3
27294,Skincare,BrandA,Winter,Face Toner,52.81,53.85,1.96,0.22,0.4,0.16,0.41,357,397,490,574,835,84,In-Store,4.5,1.24,0.3
27295,Skincare,BrandA,Winter,Hydrating Mask,47.49,48.39,1.99,0.24,0.33,0.21,0.33,203,232,317,368,440,100,In-Store,4.9,1.57,0.28
27296,Bodycare,BrandB,Winter,Body Lotion,98.91,100.09,1.75,0.11,0.36,0.22,0.41,103,116,165,196,292,146,Social Media,4.9,1.1,0.27
27297,Skincare,BrandE,Winter,Exfoliating Scrub,25.4,26.1,1.57,0.36,0.37,0.13,0.39,110,146,197,210,288,123,Social Media,4.8,1.06,0.31
27298,Skincare,BrandA,Rainy,Makeup Remover,90.08,92.36,0.68,0.29,0.31,0.15,0.39,52,55,62,63,71,171,Social Media,2.6,5.32,0.29
27299,Bodycare,BrandD,Spring,Body Butter,7.43,10.03,0.77,0.11,0.26,0.28,0.44,101,104,106,102,95,124,Online,2.7,4.47,0.27
27300,Skincare,BrandE,Winter,Facial Cleanser,20.63,21.37,1.52,0.34,0.48,0.27,0.42,316,377,550,643,899,118,Online,4.7,1.51,0.38
27301,Skincare,BrandB,Rainy,Face Serum,99.8,100.62,0.84,0.36,0.22,0.22,0.35,102,102,98,99,97,59,Social Media,2,5.76,0.29
27302,Makeup,BrandE,Rainy,Lip Liner,26.63,27.9,0.93,0.22,0.49,0.19,0.38,184,179,172,186,218,172,Social Media,4.7,1.55,0.32
27303,Skincare,BrandB,Winter,Face Serum,80.34,80.34,1.88,0.35,0.32,0.29,0.36,259,367,503,625,786,192,Social Media,4.5,1.06,0.33
27304,Skincare,BrandC,Rainy,Vitamin C Serum,71.33,70.75,1.02,0.39,0.45,0.26,0.4,112,130,150,143,163,149,Online,4,2.53,0.38
27305,Bodycare,BrandB,Spring,Body Oil,56.2,57.5,0.6,0.31,0.25,0.14,0.46,103,105,110,108,107,177,Online,3.8,3.08,0.29
27306,Skincare,BrandF,Spring,Makeup Remover,72.91,73.3,0.97,0.26,0.26,0.11,0.43,152,145,157,156,163,72,Online,4.3,2.17,0.26
27307,Skincare,BrandC,Rainy,Exfoliating Scrub,87.86,87.05,0.63,0.32,0.43,0.11,0.4,81,80,95,94,87,70,Social Media,2.8,4.21,0.32
27308,Bodycare,BrandC,Rainy,Body Butter,34.43,36.85,1.25,0.17,0.24,0.26,0.38,148,167,195,246,309,120,Online,4.8,1.3,0.26
27309,Makeup,BrandD,Summer,Contour Kit,83.96,83.74,1.23,0.36,0.21,0.21,0.36,91,124,152,176,232,136,Online,4.9,1.05,0.28
27310,Skincare,BrandE,Rainy,Anti-Aging Cream,33.58,32.59,0.53,0.11,0.25,0.13,0.33,84,84,93,96,109,185,In-Store,4.1,2.61,0.2
27311,Skincare,BrandF,Rainy,Pore Minimizer,30.21,31.1,0.8,0.19,0.29,0.2,0.33,111,117,133,144,163,157,In-Store,3.8,2.68,0.25
27312,Bodycare,BrandE,Spring,Body Scrub,75.37,77.88,0.98,0.2,0.38,0.29,0.48,133,131,124,130,120,187,Social Media,4.2,2.76,0.34
27313,Skincare,BrandD,Rainy,Pore Minimizer,7.25,7.1,1.02,0.33,0.4,0.25,0.4,106,104,120,121,131,129,In-Store,3.6,3.47,0.34
27314,Skincare,BrandE,Winter,Brightening Cream,61.91,63.11,1.89,0.32,0.41,0.29,0.39,236,295,358,467,624,199,In-Store,5,1.57,0.35
27315,Bodycare,BrandE,Summer,Body Oil,64.49,63.68,1.85,0.14,0.45,0.28,0.37,289,320,479,607,793,75,Online,4.8,1.91,0.31
27316,Skincare,BrandF,Rainy,Eye Cream,44.58,44.88,1.28,0.14,0.32,0.26,0.37,148,144,159,158,169,178,Online,3.2,3.73,0.27
27317,Skincare,BrandF,Summer,Hydrating Mask,31.08,30.94,1.83,0.34,0.27,0.16,0.41,225,292,373,433,538,67,In-Store,4.5,1.87,0.3
27318,Bodycare,BrandC,Rainy,Bath Salts,42.76,43.77,1.15,0.25,0.26,0.14,0.4,130,160,202,232,341,198,Social Media,4.6,1.11,0.26
27319,Skincare,BrandA,Summer,Hydrating Mask,50.71,51.07,1.97,0.13,0.41,0.18,0.33,138,155,227,259,307,183,Online,4.9,1.25,0.26
27320,Skincare,BrandA,Winter,Face Mist,38.72,40.73,1.77,0.11,0.36,0.13,0.49,329,353,475,508,790,122,Social Media,4.5,1.9,0.27
27321,Skincare,BrandA,Winter,Face Oil,78.16,78.14,1.57,0.24,0.46,0.18,0.36,108,139,194,228,301,142,Online,4.6,1.71,0.31
27322,Skincare,BrandA,Summer,Eye Cream,66.59,66.63,1.65,0.39,0.39,0.21,0.43,132,179,244,294,359,72,Social Media,4.9,1.98,0.36
27323,Skincare,BrandA,Spring,Anti-Aging Cream,86.58,85.75,0.5,0.2,0.28,0.26,0.41,76,75,72,69,74,117,Social Media,2.5,4.66,0.29
27324,Makeup,BrandB,Summer,Concealer,84.58,85.69,0.99,0.26,0.3,0.18,0.47,148,184,243,289,386,178,Online,4.7,1.02,0.3
27325,Skincare,BrandF,Winter,Hydrating Serum,77.63,78.47,1.52,0.13,0.35,0.17,0.36,242,269,372,423,508,79,Online,5,1.54,0.25
27326,Makeup,BrandF,Summer,BB Cream,65.67,64.96,0.85,0.33,0.37,0.19,0.35,104,137,189,220,299,140,Online,4.9,1.68,0.31
27327,Skincare,BrandD,Spring,Facial Cleanser,23.12,25.84,0.72,0.37,0.27,0.11,0.3,114,119,131,137,140,132,Social Media,4.2,2.8,0.26
27328,Skincare,BrandA,Summer,Facial Essence,32.45,34.21,1.85,0.3,0.37,0.21,0.33,224,272,327,400,532,129,Online,4.6,1.8,0.3
27329,Makeup,BrandD,Rainy,Mascara,39.4,40.69,1.28,0.17,0.23,0.29,0.4,189,196,209,207,200,132,Online,4.9,1.75,0.27
27330,Makeup,BrandC,Spring,Bronzer,89.77,90.17,1.61,0.27,0.24,0.21,0.39,316,415,515,584,730,117,Social Media,4.9,1.83,0.28
27331,Skincare,BrandB,Rainy,Night Cream,60.63,60,0.71,0.17,0.26,0.21,0.32,108,110,122,122,130,55,Online,4.1,2.38,0.24
27332,Bodycare,BrandB,Winter,Body Butter,26.46,28.7,1.55,0.27,0.28,0.12,0.46,319,404,525,582,838,189,Social Media,4.6,1.46,0.28
27333,Makeup,BrandA,Winter,Eyeshadow Palette,29.64,29.48,1.77,0.14,0.3,0.11,0.48,258,292,344,383,554,183,Social Media,4.9,1.98,0.26
27334,Skincare,BrandF,Spring,Anti-Aging Cream,96.43,98.98,1.06,0.11,0.49,0.13,0.38,207,205,201,206,216,85,Online,4.8,1.31,0.28
27335,Skincare,BrandB,Rainy,Face Oil,42.82,42.7,0.94,0.17,0.2,0.16,0.48,128,131,143,144,160,160,Online,4.4,3.28,0.25
27336,Bodycare,BrandE,Summer,Anti-Cellulite Cream,74.65,77.57,1.76,0.26,0.22,0.23,0.4,273,350,395,464,679,100,Social Media,4.5,1.46,0.28
27337,Makeup,BrandD,Winter,Lip Liner,25.14,26.22,1.8,0.32,0.34,0.21,0.32,313,379,498,616,808,108,Online,4.6,1.53,0.3
27338,Skincare,BrandD,Spring,Hydrating Mask,15.93,17.29,0.52,0.19,0.44,0.17,0.31,37,36,37,37,35,70,Online,2.5,5.44,0.28
27339,Bodycare,BrandA,Summer,Body Cream,29.35,28.69,1.7,0.4,0.29,0.29,0.35,160,228,279,324,434,176,Online,4.5,1.11,0.33
27340,Skincare,BrandA,Spring,Hydrating Serum,56.97,56.47,0.51,0.19,0.44,0.13,0.42,40,41,44,46,47,177,Social Media,2,5.06,0.3
27341,Skincare,BrandE,Summer,Face Mist,40,42.62,1.59,0.32,0.23,0.25,0.34,180,218,248,288,383,126,Online,4.9,1.56,0.29
27342,Skincare,BrandF,Spring,Acne Treatment Gel,89.79,88.79,0.89,0.39,0.45,0.14,0.49,53,56,65,69,81,180,Online,2.2,5.56,0.37
27343,Bodycare,BrandC,Rainy,Shaving Gel,33.99,35.72,1.18,0.17,0.25,0.16,0.35,242,283,362,397,485,111,In-Store,4.9,1.53,0.23
27344,Skincare,BrandD,Winter,Pore Minimizer,34.02,33.17,1.54,0.35,0.5,0.13,0.49,305,431,684,781,1139,173,In-Store,4.5,1.5,0.37
27345,Skincare,BrandB,Winter,Facial Essence,29.19,30.27,1.85,0.25,0.48,0.26,0.49,187,224,343,419,620,53,In-Store,5,1.38,0.37
27346,Makeup,BrandC,Spring,Eyeshadow Palette,87.04,87.94,1.79,0.24,0.2,0.13,0.4,347,428,493,557,696,179,In-Store,5,1.17,0.24
27347,Bodycare,BrandC,Spring,After-Sun Lotion,34.1,35.59,0.87,0.28,0.29,0.17,0.35,88,86,93,98,110,61,Social Media,4,3.9,0.27
27348,Bodycare,BrandD,Rainy,Deodorant,72.07,75.06,0.9,0.15,0.46,0.25,0.42,171,194,258,326,417,133,In-Store,4.9,1.19,0.32
27349,Bodycare,BrandB,Rainy,Body Oil,55.45,55.52,1.18,0.32,0.32,0.12,0.41,156,208,287,320,416,56,Online,4.9,1.19,0.29
27350,Bodycare,BrandB,Summer,Body Powder,89.54,89.25,1.64,0.32,0.37,0.29,0.34,121,151,190,233,310,168,In-Store,4.7,1.58,0.33
27351,Bodycare,BrandC,Summer,Hand Cream,62,61.28,1.7,0.35,0.32,0.16,0.39,311,435,530,603,751,115,Online,4.8,1.45,0.3
27352,Skincare,BrandF,Spring,Face Toner,12.71,12.19,1.17,0.23,0.5,0.16,0.47,202,217,236,231,273,137,In-Store,4.8,1.6,0.34
27353,Skincare,BrandC,Rainy,Facial Essence,41.95,44.16,0.51,0.24,0.44,0.19,0.46,69,76,74,79,76,183,In-Store,2.3,5.77,0.33
27354,Bodycare,BrandF,Rainy,Exfoliating Gloves,89.96,91.13,1.03,0.33,0.38,0.28,0.47,71,83,100,119,184,87,In-Store,4.8,1.7,0.36
27355,Makeup,BrandD,Winter,Eyeliner,68.64,70.53,1.61,0.24,0.41,0.28,0.39,333,421,523,647,929,86,Social Media,4.7,1.31,0.33
27356,Skincare,BrandC,Rainy,Night Cream,63.79,66.2,0.62,0.25,0.46,0.2,0.44,96,108,124,135,140,183,Online,3.3,3.96,0.34
27357,Bodycare,BrandB,Summer,Shaving Gel,40.91,42.01,1.9,0.19,0.29,0.11,0.39,220,260,335,369,488,174,Social Media,4.5,1.22,0.24
27358,Bodycare,BrandF,Spring,Anti-Cellulite Cream,9.82,10.88,0.95,0.32,0.43,0.24,0.41,193,220,203,215,206,166,In-Store,4.8,1.75,0.35
27359,Skincare,BrandB,Winter,Face Oil,96.46,99.23,1.55,0.23,0.43,0.23,0.44,253,306,450,503,653,80,In-Store,4.6,1.87,0.33
27360,Makeup,BrandE,Rainy,Foundation,11.41,11.08,0.51,0.23,0.43,0.2,0.36,96,92,86,94,87,195,In-Store,3,4.91,0.31
27361,Makeup,BrandF,Spring,BB Cream,13.29,14.19,1.83,0.3,0.5,0.15,0.43,276,340,443,506,638,64,Social Media,4.9,1.92,0.34
27362,Skincare,BrandB,Summer,Face Oil,6.08,7.34,1.88,0.38,0.28,0.2,0.46,372,470,583,643,942,52,Online,4.7,1.7,0.33
27363,Skincare,BrandE,Rainy,Hydrating Mask,67.09,69.89,0.9,0.13,0.39,0.16,0.38,188,199,186,192,178,191,Social Media,3.2,2.01,0.26
27364,Bodycare,BrandF,Winter,Shower Gel,63.55,64.92,1.92,0.34,0.3,0.14,0.32,196,230,282,325,406,117,In-Store,4.5,1.71,0.28
27365,Bodycare,BrandB,Summer,Deodorant,83.55,84.02,1.64,0.21,0.42,0.26,0.48,128,148,203,264,405,194,In-Store,4.7,1.01,0.34
27366,Makeup,BrandA,Spring,Eyeshadow Palette,87.78,86.94,1.71,0.27,0.47,0.19,0.41,222,262,391,467,637,160,Social Media,4.8,1.87,0.34
27367,Bodycare,BrandD,Spring,Bath Salts,95.63,95.9,1.15,0.25,0.33,0.12,0.42,66,63,61,61,58,163,Online,2.2,5.21,0.28
27368,Skincare,BrandC,Spring,Vitamin C Serum,5.11,6.27,0.92,0.17,0.43,0.2,0.42,118,125,140,140,130,172,Online,4.3,3.08,0.3
27369,Skincare,BrandE,Winter,Vitamin C Serum,6.56,8.33,1.59,0.39,0.36,0.26,0.5,114,144,195,222,348,168,Social Media,4.9,1.91,0.38
27370,Skincare,BrandB,Winter,Anti-Aging Cream,57.29,58.21,1.91,0.11,0.46,0.26,0.32,222,246,347,429,516,191,Social Media,4.6,1.77,0.29
27371,Makeup,BrandA,Winter,Foundation,8.81,9.18,1.79,0.29,0.38,0.16,0.32,340,407,495,560,715,67,Online,4.8,1.93,0.29
27372,Makeup,BrandD,Spring,Setting Powder,53.55,55.32,1.64,0.37,0.21,0.22,0.31,157,208,260,318,373,132,Social Media,4.5,1.2,0.28
27373,Skincare,BrandC,Winter,Makeup Remover,18.51,18.92,1.7,0.32,0.44,0.28,0.48,202,238,310,355,518,199,Social Media,4.5,1.14,0.38
27374,Bodycare,BrandF,Summer,After-Sun Lotion,55.93,55.42,1.56,0.38,0.33,0.11,0.44,259,358,437,476,652,167,Online,4.6,1.09,0.32
27375,Bodycare,BrandC,Summer,Body Cream,26.73,28.36,1.87,0.17,0.43,0.14,0.4,221,257,365,425,547,191,Online,4.8,1.51,0.29
27376,Skincare,BrandD,Spring,Exfoliating Scrub,39.47,40.6,1.02,0.24,0.45,0.15,0.34,84,85,85,84,98,99,Social Media,2.9,4.84,0.3
